date,item_name,category,qty_sold,gross_revenue,day_of_week,dow_num
2026-04-08,Aditya Spl Biryani,biryani,1,353.0,Wednesday,2
2026-04-08,Andhra Chicken BL,chicken,3,922.0,Wednesday,2
2026-04-08,Baby Corn Manchuria,starter,1,200.0,Wednesday,2
2026-04-08,Black Current Ice Cream,ice_cream,1,130.0,Wednesday,2
2026-04-08,Butter Chicken BL,chicken,3,921.0,Wednesday,2
2026-04-08,Butter Milk,other,2,90.0,Wednesday,2
2026-04-08,Butter Naan,bread,32,1600.0,Wednesday,2
2026-04-08,Butterscotch Ice Cream,ice_cream,2,240.0,Wednesday,2
2026-04-08,CB Family Pack,family_pack,1,575.0,Wednesday,2
2026-04-08,CDB Family Pack,family_pack,3,1665.0,Wednesday,2
2026-04-08,Caramilnuts Ice Cream,ice_cream,1,130.0,Wednesday,2
2026-04-08,Cashewnut Curry,starter,1,240.0,Wednesday,2
2026-04-08,Cashewnut Panner Curry,starter,1,250.0,Wednesday,2
2026-04-08,Chicken 65 BL,chicken,2,556.0,Wednesday,2
2026-04-08,Chicken Curry (B),chicken,1,250.0,Wednesday,2
2026-04-08,Chicken Curry Bl,chicken,1,288.0,Wednesday,2
2026-04-08,Chicken Dum Biryani,biryani,10,2580.0,Wednesday,2
2026-04-08,Chicken Egg Drop Bl,chicken,3,975.0,Wednesday,2
2026-04-08,Chicken Fried Rice,chicken,3,717.0,Wednesday,2
2026-04-08,Chicken Fry Piece Biryani,biryani,16,4128.0,Wednesday,2
2026-04-08,Chicken Lollypop 3pc,chicken,4,800.0,Wednesday,2
2026-04-08,Chicken Lollypop 6pc,chicken,5,1625.0,Wednesday,2
2026-04-08,Chilli Chicken BL,chicken,5,1390.0,Wednesday,2
2026-04-08,Cool Drink 250ml,beverage,28,560.0,Wednesday,2
2026-04-08,Crispy Corn,other,2,320.0,Wednesday,2
2026-04-08,Curd,dairy,3,93.0,Wednesday,2
2026-04-08,Curd Rice,rice,8,608.0,Wednesday,2
2026-04-08,Egg Burzi,other,2,260.0,Wednesday,2
2026-04-08,Egg Manchuria,starter,2,360.0,Wednesday,2
2026-04-08,Garlic Non,bread,4,280.0,Wednesday,2
2026-04-08,Lassi Sweet,beverage,5,325.0,Wednesday,2
2026-04-08,Mi.Water .500Ml,beverage,29,290.0,Wednesday,2
2026-04-08,Mi.Water Lt,beverage,47,940.0,Wednesday,2
2026-04-08,Mushroom Pepper & Salt,other,2,400.0,Wednesday,2
2026-04-08,Mushuroom Biryani,biryani,3,687.0,Wednesday,2
2026-04-08,Mutton Curry (S),other,2,700.0,Wednesday,2
2026-04-08,Mutton Fry Piece Biryani,biryani,7,2674.0,Wednesday,2
2026-04-08,Palak Paneer,dairy,2,420.0,Wednesday,2
2026-04-08,Paneer,dairy,65,210.0,Wednesday,2
2026-04-08,Paneer Butter Masala,dairy,5,1100.0,Wednesday,2
2026-04-08,Panner Biryani,biryani,3,687.0,Wednesday,2
2026-04-08,Plain Rice,other,13,624.0,Wednesday,2
2026-04-08,Prwans Fry,other,2,672.0,Wednesday,2
2026-04-08,Pulka,other,17,204.0,Wednesday,2
2026-04-08,R R Chicken Bl,chicken,2,650.0,Wednesday,2
2026-04-08,Roti,bread,24,720.0,Wednesday,2
2026-04-08,Soda .750Ml,other,2,36.0,Wednesday,2
2026-04-08,Sp Chicken Biryani,biryani,20,5340.0,Wednesday,2
2026-04-08,Sp Chicken Fried Rice,chicken,5,1390.0,Wednesday,2
2026-04-08,Sp Family Pack,family_pack,3,1710.0,Wednesday,2
2026-04-08,Spl Veg Fried Rice,rice,4,880.0,Wednesday,2
2026-04-08,To Day Spl Chi (Bl),other,2,740.0,Wednesday,2
2026-04-08,Veg Biryani,biryani,3,516.0,Wednesday,2
2026-04-08,Veg Fried Rice,rice,2,328.0,Wednesday,2
2026-04-09,Aditya Spl Biryani,biryani,1,353.0,Thursday,3
2026-04-09,American Nuts Ice Cream,ice_cream,2,300.0,Thursday,3
2026-04-09,Baby Corn 65,starter,1,200.0,Thursday,3
2026-04-09,Belgom Chocolate Ice Cream,ice_cream,1,130.0,Thursday,3
2026-04-09,Boiled Egg,egg,3,105.0,Thursday,3
2026-04-09,Butter Chicken BL,chicken,3,921.0,Thursday,3
2026-04-09,Butter Milk,other,6,270.0,Thursday,3
2026-04-09,Butter Naan,bread,33,1650.0,Thursday,3
2026-04-09,Butter Roti,bread,7,245.0,Thursday,3
2026-04-09,Butterscotch Ice Cream,ice_cream,1,120.0,Thursday,3
2026-04-09,CB Family Pack,family_pack,1,575.0,Thursday,3
2026-04-09,CDB Family Pack,family_pack,2,1110.0,Thursday,3
2026-04-09,Cashewnut Paneer Biryani,biryani,2,500.0,Thursday,3
2026-04-09,Chi Lolypop Bir (F) Pack,other,1,660.0,Thursday,3
2026-04-09,Chicken 65 BL,chicken,3,834.0,Thursday,3
2026-04-09,Chicken Curry (B),chicken,2,500.0,Thursday,3
2026-04-09,Chicken Curry Bl,chicken,1,288.0,Thursday,3
2026-04-09,Chicken Dum Biryani,biryani,11,2838.0,Thursday,3
2026-04-09,Chicken Egg Drop Bl,chicken,2,650.0,Thursday,3
2026-04-09,Chicken Fried Rice,chicken,2,478.0,Thursday,3
2026-04-09,Chicken Fry Piece Biryani,biryani,13,3354.0,Thursday,3
2026-04-09,Chicken Hot N Sour,chicken,3,450.0,Thursday,3
2026-04-09,Chicken Lollypop 3pc,chicken,6,1200.0,Thursday,3
2026-04-09,Chicken Lollypop 6pc,chicken,7,2275.0,Thursday,3
2026-04-09,Chicken Lollypop Biryani,biryani,6,2010.0,Thursday,3
2026-04-09,Chilli Chicken BL,chicken,3,834.0,Thursday,3
2026-04-09,Chilli Gobi,starter,2,340.0,Thursday,3
2026-04-09,Chota CB Biryani,biryani,2,340.0,Thursday,3
2026-04-09,Chota Sp Biryani,biryani,5,850.0,Thursday,3
2026-04-09,Cool Drink 250ml,beverage,32,640.0,Thursday,3
2026-04-09,Curd,dairy,2,62.0,Thursday,3
2026-04-09,Curd Rice,rice,15,1140.0,Thursday,3
2026-04-09,Egg Fried Rice,rice,3,579.0,Thursday,3
2026-04-09,Fish Roast Large,seafood,2,600.0,Thursday,3
2026-04-09,Kadai Chicken BL,chicken,2,614.0,Thursday,3
2026-04-09,Lassi Sweet,beverage,2,130.0,Thursday,3
2026-04-09,Mi.Water .500Ml,beverage,37,370.0,Thursday,3
2026-04-09,Miwater Lt,beverage,72,1440.0,Thursday,3
2026-04-09,Mix Veg Curry,other,2,380.0,Thursday,3
2026-04-09,Murgi Masala B,other,4,1264.0,Thursday,3
2026-04-09,Mutton Curry (L),other,2,880.0,Thursday,3
2026-04-09,Mutton Curry (S),other,2,700.0,Thursday,3
2026-04-09,Mutton Fry Piece Biryani,biryani,5,1910.0,Thursday,3
2026-04-09,Omlett,other,2,180.0,Thursday,3
2026-04-09,Paneer Butter Masala,dairy,8,1760.0,Thursday,3
2026-04-09,Panner Biryani,biryani,2,458.0,Thursday,3
2026-04-09,Plain Rice,other,4,192.0,Thursday,3
2026-04-09,Prawns Biryani,biryani,4,1228.0,Thursday,3
2026-04-09,Prwans Fry,other,3,1008.0,Thursday,3
2026-04-09,R R Chicken Bl,chicken,2,650.0,Thursday,3
2026-04-09,Roti,bread,33,990.0,Thursday,3
2026-04-09,Soda .750Ml,other,3,54.0,Thursday,3
2026-04-09,Sp Chicken Biryani,biryani,23,6141.0,Thursday,3
2026-04-09,Sp Chicken Fried Rice,chicken,3,834.0,Thursday,3
2026-04-09,Sp Family Pack,family_pack,2,1140.0,Thursday,3
2026-04-09,Spl Koramenu Pulusu,other,2,670.0,Thursday,3
2026-04-09,Spl Veg Fried Rice,rice,2,440.0,Thursday,3
2026-04-09,Strawberry Ice Cream,ice_cream,2,220.0,Thursday,3
2026-04-09,Tandoori Chicken Full,chicken,3,1470.0,Thursday,3
2026-04-09,Tandoori Kabab Full,other,3,1035.0,Thursday,3
2026-04-09,Tomato Curry,other,2,340.0,Thursday,3
2026-04-09,Vanilla Ice Cream,ice_cream,2,198.0,Thursday,3
2026-04-09,Veg Biryani,biryani,3,516.0,Thursday,3
2026-04-09,Veg Fried Rice,rice,2,328.0,Thursday,3
2026-04-09,Veg Salad,other,5,300.0,Thursday,3
2026-04-09,Zeera Rice,other,3,489.0,Thursday,3
2026-04-10,American Nuts Ice Cream,ice_cream,2,300.0,Friday,4
2026-04-10,Andhra Chicken BL,chicken,6,1792.0,Friday,4
2026-04-10,Baby Corn 65,starter,1,200.0,Friday,4
2026-04-10,Belgium Choco Milk Shake,beverage,1,140.0,Friday,4
2026-04-10,Belgom Chocolate Ice Cream,ice_cream,1,130.0,Friday,4
2026-04-10,Biryani Rice,biryani,1,162.0,Friday,4
2026-04-10,Boiled Egg,egg,3,105.0,Friday,4
2026-04-10,Butter Chicken BL,chicken,1,307.0,Friday,4
2026-04-10,Butter Milk,other,6,270.0,Friday,4
2026-04-10,Butter Naan,bread,48,2400.0,Friday,4
2026-04-10,Butterscotch Ice Cream,ice_cream,2,240.0,Friday,4
2026-04-10,CB Family Pack,family_pack,1,575.0,Friday,4
2026-04-10,Cashewnut Biryani,biryani,1,229.0,Friday,4
2026-04-10,Cashewnut Curry,starter,1,240.0,Friday,4
2026-04-10,Cashewnut Paneer Biryani,biryani,1,250.0,Friday,4
2026-04-10,Chi Loly Pop (B),other,1,325.0,Friday,4
2026-04-10,Chicken 65 BL,chicken,5,1390.0,Friday,4
2026-04-10,Chicken Curry (B),chicken,2,500.0,Friday,4
2026-04-10,Chicken Dum Biryani,biryani,11,2838.0,Friday,4
2026-04-10,Chicken Fried Rice,chicken,2,478.0,Friday,4
2026-04-10,Chicken Fry Piece Biryani,biryani,17,4386.0,Friday,4
2026-04-10,Chicken Lollypop 3pc,chicken,3,600.0,Friday,4
2026-04-10,Chicken Lollypop 6pc,chicken,9,2925.0,Friday,4
2026-04-10,Chicken Lollypop Biryani,biryani,2,670.0,Friday,4
2026-04-10,Chilli Chicken BL,chicken,3,834.0,Friday,4
2026-04-10,Chota CB Biryani,biryani,3,510.0,Friday,4
2026-04-10,Cool Drink 250ml,beverage,18,360.0,Friday,4
2026-04-10,Curd Rice,rice,17,1296.0,Friday,4
2026-04-10,Egg,other,65,180.0,Friday,4
2026-04-10,Egg Burzi,other,2,260.0,Friday,4
2026-04-10,Egg Curry,other,2,340.0,Friday,4
2026-04-10,Egg Masala,other,2,340.0,Friday,4
2026-04-10,Fish Curry Small,seafood,2,460.0,Friday,4
2026-04-10,Garlic Non,bread,4,280.0,Friday,4
2026-04-10,Gobi 65,starter,2,340.0,Friday,4
2026-04-10,Kadai Chicken BL,chicken,4,1228.0,Friday,4
2026-04-10,Lassi Sweet,beverage,4,260.0,Friday,4
2026-04-10,Methi Chaman,other,4,960.0,Friday,4
2026-04-10,Mi.Water Lt,beverage,64,1280.0,Friday,4
2026-04-10,Miwater .50Oml,beverage,39,390.0,Friday,4
2026-04-10,Mushroom Curry,other,2,420.0,Friday,4
2026-04-10,Mutton Fry Piece Biryani,biryani,2,764.0,Friday,4
2026-04-10,Palak Paneer,dairy,2,420.0,Friday,4
2026-04-10,Paneer Butter Masala,dairy,5,1100.0,Friday,4
2026-04-10,Plain Non,bread,2,80.0,Friday,4
2026-04-10,Plain Rice,other,7,336.0,Friday,4
2026-04-10,Prawns Biryani 4,biryani,1,228.0,Friday,4
2026-04-10,Prawns Curry,seafood,2,654.0,Friday,4
2026-04-10,R R Chicken Bl,chicken,3,975.0,Friday,4
2026-04-10,Roti,bread,16,480.0,Friday,4
2026-04-10,Soda .750Ml,other,2,36.0,Friday,4
2026-04-10,Sp Chicken Biryani,biryani,36,9612.0,Friday,4
2026-04-10,Sp Chicken Fried Rice,chicken,2,556.0,Friday,4
2026-04-10,Sp Family Pack,family_pack,5,2850.0,Friday,4
2026-04-10,Tandoori Chicken Half,chicken,5,1525.0,Friday,4
2026-04-10,Tandoori Kabab Half,other,2,460.0,Friday,4
2026-04-11,Aditya Spl Biryani,biryani,1,353.0,Saturday,5
2026-04-11,Andhra Chicken BL,chicken,3,922.0,Saturday,5
2026-04-11,Baby Corn Manchuria,starter,1,200.0,Saturday,5
2026-04-11,Black Current Ice Cream,ice_cream,1,130.0,Saturday,5
2026-04-11,Boiled Egg,egg,1,35.0,Saturday,5
2026-04-11,Butter Mlk,other,6,270.0,Saturday,5
2026-04-11,Butter Naan,bread,31,1550.0,Saturday,5
2026-04-11,Butterscotch Ice Cream,ice_cream,8,960.0,Saturday,5
2026-04-11,CB Family Pack,family_pack,1,575.0,Saturday,5
2026-04-11,Cashewnut Biryani,biryani,1,229.0,Saturday,5
2026-04-11,Cashewnut Curry,starter,2,480.0,Saturday,5
2026-04-11,Cashewnut Paneer Biryani,biryani,1,250.0,Saturday,5
2026-04-11,Cashewnut Panner Curry,starter,2,500.0,Saturday,5
2026-04-11,Chicken 555 Bl,chicken,1,335.0,Saturday,5
2026-04-11,Chicken 65 BL,chicken,3,834.0,Saturday,5
2026-04-11,Chicken Dum Biryani,biryani,13,3354.0,Saturday,5
2026-04-11,Chicken Fry Piece Biryani,biryani,13,3354.0,Saturday,5
2026-04-11,Chicken Lollypop 3pc,chicken,2,400.0,Saturday,5
2026-04-11,Chicken Lollypop 6pc,chicken,6,1950.0,Saturday,5
2026-04-11,Chicken Lollypop Biryani,biryani,3,1005.0,Saturday,5
2026-04-11,Chicken Majestic,chicken,1,315.0,Saturday,5
2026-04-11,Chilli Chicken BL,chicken,3,834.0,Saturday,5
2026-04-11,Chilli Mushuroom,other,2,400.0,Saturday,5
2026-04-11,Cool Drink 250ml,beverage,23,460.0,Saturday,5
2026-04-11,Curd,dairy,8,248.0,Saturday,5
2026-04-11,Curd Rice,rice,12,916.0,Saturday,5
2026-04-11,Gobi,starter,65,170.0,Saturday,5
2026-04-11,Kadai Chicken BL,chicken,2,614.0,Saturday,5
2026-04-11,Kadai Mushroom,chicken,2,420.0,Saturday,5
2026-04-11,Kadai Paneer,chicken,2,460.0,Saturday,5
2026-04-11,Mi.Water Lt,beverage,35,700.0,Saturday,5
2026-04-11,Miwater .500Ml,beverage,26,260.0,Saturday,5
2026-04-11,Mushroom Curry,other,2,420.0,Saturday,5
2026-04-11,Mushuroom Biryani,biryani,5,1145.0,Saturday,5
2026-04-11,Mutton Fry Piece Biryani,biryani,10,3820.0,Saturday,5
2026-04-11,Palak Paneer,dairy,3,630.0,Saturday,5
2026-04-11,Paneer,dairy,65,210.0,Saturday,5
2026-04-11,Paneer Butter Masala,dairy,5,1100.0,Saturday,5
2026-04-11,Panner Biryani,biryani,2,458.0,Saturday,5
2026-04-11,Plain Rice,other,7,336.0,Saturday,5
2026-04-11,Prawns Curry,seafood,2,654.0,Saturday,5
2026-04-11,Pulka,other,45,540.0,Saturday,5
2026-04-11,R R Chicken Bl,chicken,2,650.0,Saturday,5
2026-04-11,Roti,bread,25,750.0,Saturday,5
2026-04-11,Sp Chicken Biryani,biryani,16,4272.0,Saturday,5
2026-04-11,Sp Chicken Fried Rice,chicken,3,834.0,Saturday,5
2026-04-11,Spl Veg Fried Rice,rice,3,660.0,Saturday,5
2026-04-11,Tandoori Chicken Half,chicken,3,915.0,Saturday,5
2026-04-11,Vanilla Ice Cream,ice_cream,2,198.0,Saturday,5
2026-04-11,Veg Biryani,biryani,2,400.0,Saturday,5
2026-04-11,Veg Fried Rice,rice,2,328.0,Saturday,5
2026-04-11,Veg Hot N Sour Soup,soup,2,260.0,Saturday,5
2026-04-12,Andhra Chicken BL,chicken,1,316.0,Sunday,6
2026-04-12,Anjeerbadam Ice Cream,ice_cream,1,150.0,Sunday,6
2026-04-12,Baby Corn 65,starter,1,200.0,Sunday,6
2026-04-12,Biryani Rice,biryani,3,486.0,Sunday,6
2026-04-12,Black Current Ice Cream,ice_cream,1,130.0,Sunday,6
2026-04-12,Boiled Egg,egg,5,175.0,Sunday,6
2026-04-12,Butter Chicken BL,chicken,1,307.0,Sunday,6
2026-04-12,Butter Milk,other,2,90.0,Sunday,6
2026-04-12,Butter Naan,bread,15,750.0,Sunday,6
2026-04-12,Butter Roti,bread,10,350.0,Sunday,6
2026-04-12,Butterscotch Ice Cream,ice_cream,1,120.0,Sunday,6
2026-04-12,CDB Family Pack,family_pack,1,555.0,Sunday,6
2026-04-12,Cashewnut Bir (F)Pack,starter,1,480.0,Sunday,6
2026-04-12,Cashewnut Biryani,biryani,3,687.0,Sunday,6
2026-04-12,Cashewnut Curry,starter,6,1440.0,Sunday,6
2026-04-12,Cashewnut Tomato,starter,2,480.0,Sunday,6
2026-04-12,Cashw Nut Fried Rice,rice,1,220.0,Sunday,6
2026-04-12,Chicken 555 Bl,chicken,3,1005.0,Sunday,6
2026-04-12,Chicken 65 BL,chicken,5,1390.0,Sunday,6
2026-04-12,Chicken 85 BL,chicken,2,650.0,Sunday,6
2026-04-12,Chicken Curry (B),chicken,2,500.0,Sunday,6
2026-04-12,Chicken Curry Bl,chicken,2,576.0,Sunday,6
2026-04-12,Chicken Dum Biryani,biryani,20,5160.0,Sunday,6
2026-04-12,Chicken Fry Bl,chicken,2,556.0,Sunday,6
2026-04-12,Chicken Fry Piece Biryani,biryani,19,4902.0,Sunday,6
2026-04-12,Chicken Lollypop 3pc,chicken,7,1400.0,Sunday,6
2026-04-12,Chicken Lollypop 6pc,chicken,11,3575.0,Sunday,6
2026-04-12,Chicken Lollypop Biryani,biryani,3,1005.0,Sunday,6
2026-04-12,Chicken Manchuria Bl,chicken,2,556.0,Sunday,6
2026-04-12,Chilli Chicken BL,chicken,5,1390.0,Sunday,6
2026-04-12,Chilli Prawns,seafood,2,692.0,Sunday,6
2026-04-12,Chota CB Biryani,biryani,3,510.0,Sunday,6
2026-04-12,Cool Drink 250ml,beverage,38,760.0,Sunday,6
2026-04-12,Curd Rice,rice,18,1376.0,Sunday,6
2026-04-12,Egg Biryani,biryani,2,384.0,Sunday,6
2026-04-12,Fish Apollo,seafood,2,692.0,Sunday,6
2026-04-12,Mi.Water .500Ml,beverage,14,140.0,Sunday,6
2026-04-12,Mi.Water Lt,beverage,58,1160.0,Sunday,6
2026-04-12,Mushuroom Biryani,biryani,14,3206.0,Sunday,6
2026-04-12,Mutton Curry (L),other,2,880.0,Sunday,6
2026-04-12,Mutton Fry Piece Biryani,biryani,10,3820.0,Sunday,6
2026-04-12,Paneer,dairy,65,210.0,Sunday,6
2026-04-12,Panner Biryani,biryani,2,458.0,Sunday,6
2026-04-12,Plain Rice,other,15,720.0,Sunday,6
2026-04-12,Prawns Biryani,biryani,6,1842.0,Sunday,6
2026-04-12,Prawns Curry,seafood,3,981.0,Sunday,6
2026-04-12,Pulka,other,29,348.0,Sunday,6
2026-04-12,R R Chicken Bl,chicken,5,1625.0,Sunday,6
2026-04-12,Roti,bread,14,420.0,Sunday,6
2026-04-12,Soda 750Ml,other,2,36.0,Sunday,6
2026-04-12,Sp Chicken Biryani,biryani,41,10947.0,Sunday,6
2026-04-12,Sp Chicken Fried Rice,chicken,4,1112.0,Sunday,6
2026-04-12,Sp Family Pack,family_pack,9,5130.0,Sunday,6
2026-04-12,Spl Fish Curry,seafood,3,1050.0,Sunday,6
2026-04-12,Tandoori Chicken Biryani,biryani,2,670.0,Sunday,6
2026-04-12,Tandoori Chicken Half,chicken,3,915.0,Sunday,6
2026-04-12,Tandoori Kabab Half,other,2,460.0,Sunday,6
2026-04-12,Vanilla Ice Cream,ice_cream,5,495.0,Sunday,6
2026-04-12,Veg Biryani,biryani,5,860.0,Sunday,6
2026-04-12,Veg Fried Rice,rice,5,820.0,Sunday,6
2026-04-13,Aditya Spl Biryani,biryani,1,353.0,Monday,0
2026-04-13,Andhra Chicken BL,chicken,4,1238.0,Monday,0
2026-04-13,Anjeerbadam Ice Cream,ice_cream,1,150.0,Monday,0
2026-04-13,Belgom Chocolate Ice Cream,ice_cream,2,260.0,Monday,0
2026-04-13,Black Current Ice Cream,ice_cream,1,130.0,Monday,0
2026-04-13,Butter Chicken BL,chicken,2,614.0,Monday,0
2026-04-13,Butter Milk,other,2,90.0,Monday,0
2026-04-13,Butter Naan,bread,38,1900.0,Monday,0
2026-04-13,Butterscotch Ice Cream,ice_cream,5,600.0,Monday,0
2026-04-13,Caramilnuts Ice Cream,ice_cream,1,130.0,Monday,0
2026-04-13,Cashewnut Biryani,biryani,1,229.0,Monday,0
2026-04-13,Cashewnut Curry,starter,1,240.0,Monday,0
2026-04-13,Chicken 65 BL,chicken,4,1112.0,Monday,0
2026-04-13,Chicken Curry (B),chicken,2,500.0,Monday,0
2026-04-13,Chicken Dum Biryani,biryani,13,3354.0,Monday,0
2026-04-13,Chicken Fry Piece Biryani,biryani,4,1032.0,Monday,0
2026-04-13,Chicken Lollypop 3pc,chicken,3,600.0,Monday,0
2026-04-13,Chicken Lollypop 6pc,chicken,7,2275.0,Monday,0
2026-04-13,Chicken Lollypop Biryani,biryani,3,1005.0,Monday,0
2026-04-13,Chilli Chicken BL,chicken,4,1112.0,Monday,0
2026-04-13,Cool Drink 250ml,beverage,29,580.0,Monday,0
2026-04-13,Curd,dairy,11,341.0,Monday,0
2026-04-13,Curd Rice,rice,23,1748.0,Monday,0
2026-04-13,Egg Biryani,biryani,2,384.0,Monday,0
2026-04-13,Fish Curry Small,seafood,2,460.0,Monday,0
2026-04-13,Lassi Sweet,beverage,2,130.0,Monday,0
2026-04-13,Methi Chaman,other,4,960.0,Monday,0
2026-04-13,Mi.Water Lt,beverage,66,1320.0,Monday,0
2026-04-13,Miwater .500Ml,beverage,23,230.0,Monday,0
2026-04-13,Murgi Masala B,other,2,632.0,Monday,0
2026-04-13,Mushroom Curry,other,4,840.0,Monday,0
2026-04-13,Mutton Curry (L),other,2,880.0,Monday,0
2026-04-13,Paneer,dairy,65,210.0,Monday,0
2026-04-13,Paneer Butter Masala,dairy,3,660.0,Monday,0
2026-04-13,Panner Biryani,biryani,2,458.0,Monday,0
2026-04-13,Plain Rice,other,22,1056.0,Monday,0
2026-04-13,Prawns Curry,seafood,2,654.0,Monday,0
2026-04-13,Prwans Fry,other,2,672.0,Monday,0
2026-04-13,Pulka,other,10,120.0,Monday,0
2026-04-13,Roti,bread,22,660.0,Monday,0
2026-04-13,Sp Chicken Biryani,biryani,20,5340.0,Monday,0
2026-04-13,Sp Chicken Fried Rice,chicken,4,1112.0,Monday,0
2026-04-13,Sp Family Pack,family_pack,4,2280.0,Monday,0
2026-04-13,Spl Fish Curry,seafood,3,1050.0,Monday,0
2026-04-13,Vanilla Ice Cream,ice_cream,11,1089.0,Monday,0
2026-04-13,Veg Biryani,biryani,3,516.0,Monday,0
2026-04-14,Aditya Spl Biryani,biryani,2,706.0,Tuesday,1
2026-04-14,Andhra Chicken BL,chicken,2,632.0,Tuesday,1
2026-04-14,Biryani Rice,biryani,7,162.0,Tuesday,1
2026-04-14,Boiled Egg,egg,2,70.0,Tuesday,1
2026-04-14,Butter Chicken BL,chicken,3,921.0,Tuesday,1
2026-04-14,Butter Naan,bread,31,1550.0,Tuesday,1
2026-04-14,Butterscotch Ice Cream,ice_cream,1,120.0,Tuesday,1
2026-04-14,CB Family Pack,family_pack,4,2300.0,Tuesday,1
2026-04-14,Cashewnut Biryani,biryani,1,229.0,Tuesday,1
2026-04-14,Cashewnut Curry,starter,2,480.0,Tuesday,1
2026-04-14,Cashewnut Paneer Biryani,biryani,2,500.0,Tuesday,1
2026-04-14,Cashewnut Panner Curry,starter,1,250.0,Tuesday,1
2026-04-14,Chicken 65 BL,chicken,1,278.0,Tuesday,1
2026-04-14,Chicken Corn Soup,chicken,1,150.0,Tuesday,1
2026-04-14,Chicken Dum Biryani,biryani,12,3096.0,Tuesday,1
2026-04-14,Chicken Fried Rice,chicken,1,239.0,Tuesday,1
2026-04-14,Chicken Fry Bl,chicken,2,556.0,Tuesday,1
2026-04-14,Chicken Fry Piece Biryani,biryani,6,1548.0,Tuesday,1
2026-04-14,Chicken Lollypop 3pc,chicken,3,600.0,Tuesday,1
2026-04-14,Chicken Lollypop 6pc,chicken,7,2275.0,Tuesday,1
2026-04-14,Chicken Lollypop Biryani,biryani,5,1675.0,Tuesday,1
2026-04-14,Chota Sp Biryani,biryani,3,510.0,Tuesday,1
2026-04-14,Cool Drink 250ml,beverage,36,720.0,Tuesday,1
2026-04-14,Curd,dairy,6,186.0,Tuesday,1
2026-04-14,Curd Rice,rice,11,836.0,Tuesday,1
2026-04-14,Fish Apollo,seafood,2,692.0,Tuesday,1
2026-04-14,Fish Roast  Small,seafood,2,460.0,Tuesday,1
2026-04-14,Lassi Sweet,beverage,2,130.0,Tuesday,1
2026-04-14,Methi Chaman,other,5,1200.0,Tuesday,1
2026-04-14,Mi.Water .500Ml,beverage,20,200.0,Tuesday,1
2026-04-14,Miwater Lt,beverage,47,940.0,Tuesday,1
2026-04-14,Murgi Masala B,other,3,948.0,Tuesday,1
2026-04-14,Openitem,other,2,683.0,Tuesday,1
2026-04-14,Paneer,dairy,65,210.0,Tuesday,1
2026-04-14,Paneer Butter Masala,dairy,2,440.0,Tuesday,1
2026-04-14,Panner Kulcha,other,2,160.0,Tuesday,1
2026-04-14,Panner Tikka,other,2,520.0,Tuesday,1
2026-04-14,Plain Rice,other,12,576.0,Tuesday,1
2026-04-14,Prawns,seafood,85,346.0,Tuesday,1
2026-04-14,Prawns Biryani,biryani,3,921.0,Tuesday,1
2026-04-14,Pulka,other,33,396.0,Tuesday,1
2026-04-14,R R Chicken Bl,chicken,4,1300.0,Tuesday,1
2026-04-14,Roti,bread,23,690.0,Tuesday,1
2026-04-14,Soda 750Ml,other,2,36.0,Tuesday,1
2026-04-14,Sp Chicken Biryani,biryani,27,7209.0,Tuesday,1
2026-04-14,Sp Family Pack,family_pack,2,1140.0,Tuesday,1
2026-04-14,Spl Fish Curry,seafood,4,1400.0,Tuesday,1
2026-04-14,Tandoori Chicken Half,chicken,3,915.0,Tuesday,1
2026-04-14,To Day Spl Chi (Bl),other,3,1110.0,Tuesday,1
2026-04-14,Vanilla Ice Cream,ice_cream,2,198.0,Tuesday,1
2026-04-14,Veg Biryani,biryani,2,344.0,Tuesday,1
2026-04-14,Veg Fried Rice,rice,4,642.0,Tuesday,1
2026-04-14,Veg Hot N Sour Soup,soup,4,520.0,Tuesday,1
2026-04-14,Veg Manchow Soup,soup,2,270.0,Tuesday,1
2026-04-14,Zeera Rice,other,2,326.0,Tuesday,1
2026-04-15,Aditya Spl Biryani,biryani,1,353.0,Wednesday,2
2026-04-15,Andhra Chicken BL,chicken,14,2346.0,Wednesday,2
2026-04-15,Anjeerbadam Ice Cream,ice_cream,2,300.0,Wednesday,2
2026-04-15,Baby Corn Pepper Salt,other,1,200.0,Wednesday,2
2026-04-15,Belgium Choco Milk Shake,beverage,1,140.0,Wednesday,2
2026-04-15,Belgom Chocolate Ice Cream,ice_cream,5,650.0,Wednesday,2
2026-04-15,Biryani Rice,biryani,2,324.0,Wednesday,2
2026-04-15,Boild Veg,other,1,110.0,Wednesday,2
2026-04-15,Boiled Egg,egg,6,210.0,Wednesday,2
2026-04-15,Bulter Non,bread,52,2600.0,Wednesday,2
2026-04-15,Butter Chicken BL,chicken,2,614.0,Wednesday,2
2026-04-15,CDB Family Pack,family_pack,2,1110.0,Wednesday,2
2026-04-15,Cashewnut Biryani,biryani,2,458.0,Wednesday,2
2026-04-15,Cashewnut Curry,starter,2,480.0,Wednesday,2
2026-04-15,Cashewnut Panner Curry,starter,1,250.0,Wednesday,2
2026-04-15,Cashewnut Tomato,starter,1,240.0,Wednesday,2
2026-04-15,Chicken Curry (B),chicken,4,1000.0,Wednesday,2
2026-04-15,Chicken Dum Biryani,biryani,17,4386.0,Wednesday,2
2026-04-15,Chicken Fry Piece Biryani,biryani,9,2322.0,Wednesday,2
